strongs,translit,bucket,final_gloss,final_source,review_flag,definition_es,dominant_gloss_share,occurrences,pct_running_tokens,tbesh_gloss,proposed_gloss,proposed_source,held_reason,rvr1960_db_form
H2348,choph,mechanical,ensenada,definition_es-head,,"una ensenada (como una bahía abrigada), costa, ribera",0.857,7,0.0023,coast,ensenada,definition_es-head,,
H2349,chu.pham,proper-noun,Hufam,defEs-name,,"Hufam, un israelita",1.000,1,0.0003,Hupham,Hupham,tbesh-en-placeholder,,Hufam
H2350,chu.pha.mi,proper-noun,hufamita,defEs-gentilic,,"un hufamita, descendiente de Hufam",1.000,1,0.0003,Huphamite,Huphamite,tbesh-en-placeholder,,hufamitas
H2351,chuts,judgment,afuera / fuera,tbesh-head-es,low-confidence,"o (abreviado) חֻץ; de una raíz en desuso que significa separar; propiamente, se…",0.537,164,0.0538,outside,,,no dominant sense (top 0.54),
H2352,chur,mechanical,grieta de una serpiente,definition_es-head,,la grieta de una serpiente; la celda de una prisión,1.000,2,0.0007,cavern,grieta de una serpiente,definition_es-head,,
H2353,chur,judgment,lino blanco,definition_es-head,,lino blanco,0.500,2,0.0007,white,,,no dominant sense (top 0.50),
H2354,chur,proper-noun,Hur,defEs-name,,"Hur, el nombre de cuatro israelitas y un madianita",1.000,15,0.0049,Hur,Hur,tbesh-en-placeholder,,Hur
H2355,chor,mechanical,lino blanco,definition_es-head,,lino blanco,1.000,1,0.0003,white cloth,lino blanco,definition_es-head,,
H2356,chor,judgment,"cavidad, hueco",definition_es-head,,"una cavidad, hueco, guarida",0.714,7,0.0023,hole,,,no dominant sense (top 0.71),
H2357,cha.var,mechanical,palidecer,definition_es-head,,palidecer (como de vergüenza),1.000,1,0.0003,to pale,palidecer,definition_es-head,,
H2358,chiv.var,mechanical,blanco,definition_es-head,,(arameo) blanco,1.000,1,0.0003,white,blanco,definition_es-head,,
H2359,chu.ri,proper-noun,Huri,defEs-name,,"Huri, un israelita",1.000,1,0.0003,Huri,Huri,tbesh-en-placeholder,,Huri
H2360,chu.ray,proper-noun,Hurai,defEs-name,,"Hurai, un israelita",1.000,1,0.0003,Hurai,Hurai,tbesh-en-placeholder,,Hurai
H2361,chu.ram,proper-noun,Hiram,defEs-name,,"Hiram, el nombre de un israelita y dos sirios",1.000,13,0.0043,Hiram,Hiram,tbesh-en-placeholder,,Hiram
H2362,chav.ran,proper-noun,Haurán,defEs-name,,"Haurán, una región al este del Jordán",1.000,2,0.0007,Hauran,Hauran,tbesh-en-placeholder,,Haurán
H2363,chush,judgment,apresurarse,definition_es-head,,"apresurarse; figurativamente, estar ansioso con entusiasmo o gozo, darse prisa",0.600,20,0.0066,to hasten,,,no dominant sense (top 0.60),
H2364,chu.shah,proper-noun,Husa,defEs-name,,"Husa, un israelita",1.000,1,0.0003,Hushah,Hushah,tbesh-en-placeholder,,Husa
H2365,chu.shay,proper-noun,Husai,defEs-name,,"Husai, un israelita",1.000,14,0.0046,Hushai,Hushai,tbesh-en-placeholder,,Husai
H2366,chu.shim,proper-noun,Husim,defEs-name,,"Husim, nombre de tres israelitas",1.000,4,0.0013,Hushim,Hushim,tbesh-en-placeholder,,Husim
H2367,chu.sham,proper-noun,Husam,defEs-name,,"Husam, un idumeo",1.000,4,0.0013,Husham,Husham,tbesh-en-placeholder,,Husam
H2368,cho.tam,mechanical,"anillo de sello, sello",definition_es-head,,"un anillo de sello, sello",0.857,14,0.0046,signet,"anillo de sello, sello",definition_es-head,,
H2369,cho.tam,proper-noun,Hotam,defEs-name,,"Hotam, nombre de dos israelitas",1.000,2,0.0007,Hotham,Hotham,tbesh-en-placeholder,,Hotam
H2370,cha.zah,judgment,contemplar,definition_es-head,,"(arameo) contemplar; mentalmente, soñar, ser usual (es decir, parecer)",0.548,31,0.0102,to see,,,no dominant sense (top 0.55),
H2371,cha.za.el,proper-noun,Hazael,defEs-name,,"Hazael, un rey de Siria",1.000,23,0.0075,Hazael,Hazael,tbesh-en-placeholder,,Hazael
H2372,cha.zah,judgment,contemplar,definition_es-head,,"contemplar; mentalmente, percibir, contemplar (con agrado); específicamente, te…",0.345,55,0.0180,to see,,,no dominant sense (top 0.35),
H2373,cha.zeh,mechanical,pecho,definition_es-head,,el pecho (como lo más visible al frente),1.000,13,0.0043,breast,pecho,definition_es-head,,
H2374,cho.zeh,mechanical,uno que contempla en visión,definition_es-head,,"uno que contempla en visión, vidente; también un pacto (como mirado con aprobac…",0.941,17,0.0056,seer,uno que contempla en visión,definition_es-head,,
H2375,cha.zo,proper-noun,Hazo,defEs-name,,"Hazo, un sobrino de Abraham",1.000,1,0.0003,Hazo,Hazo,tbesh-en-placeholder,,Hazo
H2376,che.zev,judgment,"visión, vista",definition_es-head,,"(arameo) una visión, vista",0.833,12,0.0039,vision,,,no dominant sense (top 0.83),
H2377,cha.zon,mechanical,visión,tbesh-map,,"una visión (mental), es decir, un sueño, revelación u oráculo",1.000,35,0.0115,vision,visión,tbesh-map,,
H2378,cha.zot,mechanical,visión,tbesh-map,,una revelación,1.000,1,0.0003,vision,visión,tbesh-map,,
H2379,cha.zot,mechanical,claridad,tbesh-head-es,,,1.000,2,0.0007,visibility,,tbesh-untranslated,,
H2380,cha.zut,judgment,mirada,definition_es-head,,"una mirada; de ahí (figurativamente) apariencia notable, revelación, o (por imp…",0.400,5,0.0016,vision,,,no dominant sense (top 0.40),
H2381,cha.zi.el,proper-noun,Haziel,defEs-name,,"Haziel, un levita",1.000,1,0.0003,Haziel,Haziel,tbesh-en-placeholder,,Haziel
H2382,cha.za.yah,proper-noun,Hazaías,defEs-name,,"Hazaías, un israelita",1.000,1,0.0003,Hazaiah,Hazaiah,tbesh-en-placeholder,,Hazaías
H2383,chez.yon,proper-noun,Hezión,defEs-name,,"Hezión, un sirio",1.000,1,0.0003,Hezion,Hezion,tbesh-en-placeholder,,Hezión
H2384,chiz.za.von,mechanical,visión,tbesh-map,,"una revelación, visión por sueño",1.000,9,0.0030,vision,visión,tbesh-map,,
H2385,cha.ziz,judgment,relámpago,definition_es-head,,un relámpago (rayo),0.667,3,0.0010,lightning,,,no dominant sense (top 0.67),
H2386,cha.zir,mechanical,cerdo,definition_es-head,,un cerdo (quizá por estar encerrado),0.857,7,0.0023,swine,cerdo,definition_es-head,,
H2387,che.zir,proper-noun,Hezir,defEs-name,,"Hezir, nombre de dos israelitas",1.000,2,0.0007,Hezir,Hezir,tbesh-en-placeholder,,Hezir
H2388,cha.zaq,judgment,asirse de,definition_es-head,,"asirse de; de ahí, agarrar, ser fuerte (figurativamente, valiente; causativamen…",0.196,291,0.0954,to strengthen,,,no dominant sense (top 0.20),
H2389,cha.zaq,judgment,fuerte,definition_es-head,,"fuerte (usualmente en mal sentido, duro, audaz, violento)",0.625,56,0.0184,strong,,,no dominant sense (top 0.63),
H2390,cha.zeq,mechanical,poderoso,definition_es-head,,poderoso,1.000,2,0.0007,stronger,poderoso,definition_es-head,,
H2391,che.zeq,mechanical,fuerza,tbesh-map,,,1.000,1,0.0003,strength,fuerza,tbesh-map,,
H2392,cho.zeq,judgment,poder,definition_es-head,,poder,0.800,5,0.0016,strength,,,no dominant sense (top 0.80),
H2393,chez.qah,judgment,poder prevaleciente,definition_es-head,,poder prevaleciente,0.500,4,0.0013,strength,,,no dominant sense (top 0.50),
H2394,choz.qah,judgment,vehemencia,definition_es-head,,vehemencia (usualmente en mal sentido),0.800,5,0.0016,force,,,no dominant sense (top 0.80),
H2395,chiz.qi,proper-noun,Hezequi,defEs-name,,"Hezequi, un israelita",1.000,1,0.0003,Hizki,Hizki,tbesh-en-placeholder,,
H2396,chiz.qiy.yah,proper-noun,Ezequías,defEs-name,,"Ezequías, un rey de Judá; también el nombre de otros dos israelitas",0.992,127,0.0416,Hezekiah,Hezekiah,tbesh-en-placeholder,,Ezequías
H2397,chach,mechanical,anillo para la nariz,definition_es-head,,"un anillo para la nariz (o los labios), garfio, gancho",0.857,7,0.0023,hook,anillo para la nariz,definition_es-head,,
H2398,cha.ta,judgment,pecar / errar el blanco,hand-weighted,weighted,"una raíz primitiva; propiamente, errar el blanco; de ahí (figurativa y generalm…",0.504,238,0.0780,to sin,,,denylist,
H2399,chet,mechanical,crimen o su castigo,definition_es-head,,"un crimen o su castigo, pecado",0.879,33,0.0108,sin,crimen o su castigo,definition_es-head,,
H2400,chat.ta,judgment,criminal,definition_es-head,,"un criminal, o uno tenido por culpable, pecador",0.789,19,0.0062,sinner,,,no dominant sense (top 0.79),
H2401,cha.ta.ah,mechanical,"ofensa, pecado",definition_es-head,,"una ofensa, pecado, o un sacrificio por ella",0.875,8,0.0026,sin,"ofensa, pecado",definition_es-head,,
H2402,chat.ta.ah,mechanical,ofensa,definition_es-head,,"(arameo) una ofensa, y la pena o sacrificio por ella",1.000,1,0.0003,sin offering,ofensa,definition_es-head,,
H2403,chat.ta.ah,judgment,pecado / ofrenda por el pecado,hand-weighted,weighted,"una ofensa (a veces pecaminosidad habitual), y su pena, ocasión, sacrificio o e…",0.566,295,0.0967,sin,,,denylist,
H2404,cha.tav,judgment,cortar o tallar madera,definition_es-head,,"cortar o tallar madera, leñar",0.556,9,0.0030,to chop,,,no dominant sense (top 0.56),
H2405,cha.tu.vah,mechanical,talla,definition_es-head,,"propiamente, una talla; de ahí, un tapiz (con figuras)",1.000,1,0.0003,colored,talla,definition_es-head,,
H2406,chit.tah,mechanical,trigo,tbesh-map,,"trigo, sea el grano o la planta",1.000,30,0.0098,wheat,trigo,tbesh-map,,
H2407,chat.tush,proper-noun,Hatús,defEs-name,,"Hatús, nombre de cuatro o cinco israelitas",1.000,5,0.0016,Hattush,Hattush,tbesh-en-placeholder,,Hatús
H2408,cha.ti,mechanical,pecado,tbesh-head-es,,,1.000,1,0.0003,sin,,tbesh-untranslated,,
H2410,cha.ti.ta,proper-noun,Hatita,defEs-name,,"Hatita, un portero del templo",1.000,2,0.0007,Hatita,Hatita,tbesh-en-placeholder,,Hatita
H2411,chat.til,proper-noun,Hatil,defEs-name,,"Hatil, uno de los siervos de Salomón",1.000,2,0.0007,Hattil,Hattil,tbesh-en-placeholder,,Hatil
H2412,cha.ti.pah,proper-noun,Hatifa,defEs-name,,"Hatifa, uno de los sirvientes del templo",1.000,2,0.0007,Hatipha,Hatipha,tbesh-en-placeholder,,Hatifa
H2413,cha.tam,mechanical,detener,definition_es-head,,detener,1.000,1,0.0003,to restrain,detener,definition_es-head,,
H2414,cha.taph,mechanical,arrebatar,definition_es-head,,"arrebatar; de ahí, apresar como a un cautivo",1.000,3,0.0010,to catch,arrebatar,definition_es-head,,
H2415,cho.ter,mechanical,rama,tbesh-map,,una ramita,1.000,2,0.0007,branch,rama,tbesh-map,,
H2416,chay.yim,judgment,vivo,definition_es-head,,"vivo; de ahí, crudo (carne); fresco (planta, agua, año), fuerte; también (como…",0.474,498,0.1633,life,,,no dominant sense (top 0.47),
H2417,chay,judgment,vivo,definition_es-head,,(arameo) vivo; también (como sustantivo en plural) vida,0.429,7,0.0023,living,,,no dominant sense (top 0.43),
H2418,cha.ya,judgment,vivir,definition_es-head,,(arameo) vivir,0.833,6,0.0020,to live,,,no dominant sense (top 0.83),
H2419,chi.el,proper-noun,Hiel,defEs-name,,"Hiel, un israelita",1.000,1,0.0003,Hiel,Hiel,tbesh-en-placeholder,,Hiel
H2420,chi.dah,judgment,enigma,definition_es-head,,"un enigma, de ahí, un ardid, acertijo, máxima sentenciosa",0.765,17,0.0056,riddle,,,no dominant sense (top 0.76),
H2421,cha.yah,judgment,vivir,definition_es-head,,"vivir, sea literal o figuradamente; causativamente, revivir / dar vida",0.734,282,0.0925,to live,,,no dominant sense (top 0.73),
H2422,cha.yeh,mechanical,vigoroso,definition_es-head,,vigoroso,1.000,1,0.0003,vigorous,vigoroso,definition_es-head,,
H2423,che.va,judgment,"animal, bestia",definition_es-head,,"(arameo) un animal, bestia",0.350,20,0.0066,beast,,,no dominant sense (top 0.35),
H2424,chay.yut,mechanical,vida,definition_es-head,,vida,1.000,1,0.0003,living,vida,definition_es-head,,
H2425,cha.yay,mechanical,vivir,tbesh-map,,"vivir; causativamente, revivir",1.000,1,0.0003,to live,vivir,tbesh-map,,
H2426,chel,mechanical,baluarte,tbesh-map,,"un ejército; también (por analogía) un antemuro, baluarte, fortificación",0.857,7,0.0023,rampart,baluarte,tbesh-map,,
H2427,chil,mechanical,dolor de parto,definition_es-head,,un dolor de parto (en espera del alumbramiento),1.000,7,0.0023,agony,dolor de parto,definition_es-head,,
H2428,cha.yil,judgment,"fuerza, sea de hombres",definition_es-head,,"probablemente una fuerza, sea de hombres, medios u otros recursos; un ejército,…",0.407,246,0.0807,strength,,,no dominant sense (top 0.41),
H2429,cha.yil,judgment,ejército,definition_es-head,,"(arameo) un ejército, o fuerza",0.714,7,0.0023,strength,,,no dominant sense (top 0.71),
H2430,che.lah,mechanical,baluarte,tbesh-head-es,,,1.000,1,0.0003,bulwark,,tbesh-untranslated,,
H2431,che.lam,proper-noun,Helam,defEs-name,,"Helam, un lugar al este de Palestina",0.500,2,0.0007,Helam,Helam,tbesh-en-placeholder,,Helam
H2432,chi.len,proper-noun,Hilén,hand-translit,proper-fallback,,1.000,1,0.0003,Hilen,Hilen,tbesh-en-placeholder,,Hilén
H2433,chin,mechanical,hermosura,tbesh-head-es,,,1.000,1,0.0003,beauty,,tbesh-untranslated,,
H2434,cha.yits,mechanical,muro,tbesh-map,,un muro,1.000,1,0.0003,wall,muro,tbesh-map,,
H2435,chi.tson,mechanical,exterior,tbesh-map,,"de H2434 (חַיִץ); propiamente, el lado (exterior) del muro; de ahí, exterior; f…",0.920,25,0.0082,outer,exterior,tbesh-map,,
H2436,cheq,mechanical,seno,definition_es-head,,el seno (literal o figurativamente),0.895,38,0.0125,bosom,seno,definition_es-head,,
H2437,chi.rah,proper-noun,Hira,defEs-name,,"Hira, un adulamita",1.000,2,0.0007,Hirah,Hirah,tbesh-en-placeholder,,Hira
H2438,chi.ram,proper-noun,Hiram / Hirom,defEs-name,,"Hiram o Hirom, el nombre de dos tirios",1.000,22,0.0072,Hiram,Hiram,tbesh-en-placeholder,,Hiram
H2440,chish,mechanical,prisa,definition_es-head,,"propiamente, una prisa; de ahí (adverbio) rápidamente",1.000,1,0.0003,quickly,prisa,definition_es-head,,
H2441,chekh,judgment,paladar,tbesh-head-es,,"probablemente de H2596 (חָנַךְ) en el sentido de gustar; propiamente, el palada…",0.667,18,0.0059,palate,,,no dominant sense (top 0.67),
H2442,cha.khah,judgment,esperar,tbesh-map,,raíz primitiva (al parecer afín a H2707 (חָקָה) por la idea de perforar); propi…,0.714,14,0.0046,to wait,,,no dominant sense (top 0.71),
H2443,chak.kah,mechanical,gancho,definition_es-head,,un gancho (que se adhiere),1.000,3,0.0010,hook,gancho,definition_es-head,,
H2444,cha.khi.lah,proper-noun,Haquila,defEs-name,,"Haquila, una colina en Palestina",1.000,3,0.0010,Hachilah,Hachilah,tbesh-en-placeholder,,Haquila
H2445,chak.kim,mechanical,sabio,tbesh-map,,"(arameo) sabio, es decir, un mago",0.857,14,0.0046,wise,sabio,tbesh-map,,
H2446,cha.khal.yah,proper-noun,Hacalías,defEs-name,,"Hacalías, un israelita",1.000,2,0.0007,Hacaliah,Hacaliah,tbesh-en-placeholder,,Hacalías
H2447,chakh.lil,mechanical,que destella oscuramente,definition_es-head,,"que destella oscuramente (solo de los ojos); en buen sentido, brillante (como e…",1.000,1,0.0003,dull,que destella oscuramente,definition_es-head,,
H2448,chakh.li.lut,mechanical,destello,definition_es-head,,"destello (de los ojos); en mal sentido, legañosidad",1.000,1,0.0003,dullness,destello,definition_es-head,,
H2449,cha.kham,judgment,ser sabio,definition_es-head,,"ser sabio (en mente, palabra o acto)",0.407,27,0.0089,be wise,,,no dominant sense (top 0.41),
H2450,cha.kham,judgment,sabio,definition_es-head,,"sabio (es decir, inteligente, hábil o diestro)",0.768,138,0.0452,wise,,,no dominant sense (top 0.77),
H2451,chokh.mah,mechanical,sabiduría,definition_es-head,,sabiduría (en buen sentido),0.935,153,0.0502,wisdom,sabiduría,definition_es-head,,
H2452,chokh.mah,mechanical,sabiduría,definition_es-head,,(arameo) sabiduría,1.000,8,0.0026,wisdom,sabiduría,definition_es-head,,
H2453,chakh.mo.ni,proper-noun,Hacmoni,defEs-name,,"Hacmoni, un israelita",0.500,2,0.0007,Hachmonite,Hachmonite,tbesh-en-placeholder,,Hacmoni
H2455,chol,judgment,expuesto,definition_es-head,,"de H2490 (חָלַל); propiamente, expuesto; de ahí, profano",0.571,7,0.0023,common,,,no dominant sense (top 0.57),
H2456,cha.la,mechanical,estar enfermo,definition_es-head,,estar enfermo,1.000,1,0.0003,be sick,estar enfermo,definition_es-head,,
H2457,chel.ah,mechanical,enfermedad,definition_es-head,,"de H2456 (חָלָא); propiamente, enfermedad; de ahí, herrumbre",1.000,5,0.0016,rust,enfermedad,definition_es-head,,
H2458,chel.ah,proper-noun,Helea,defEs-name,,"Helea, una israelita",1.000,2,0.0007,Helah,Helah,tbesh-en-placeholder,,
H2459,che.lev,mechanical,grasa,definition_es-head,,"grasa, sea literal o figuradamente; de ahí, la parte más rica o selecta",0.859,92,0.0302,fat,grasa,definition_es-head,,
H2460,che.lev,proper-noun,Heleb,defEs-name,,"Heleb, un israelita",1.000,1,0.0003,Heleb,Heleb,tbesh-en-placeholder,,Heleb
H2461,cha.lav,mechanical,leche,tbesh-map,,leche (como la riqueza del ganado),1.000,44,0.0144,milk,leche,tbesh-map,,
H2462,chel.bah,proper-noun,Helba,defEs-name,,"Helba, un lugar en Palestina",1.000,1,0.0003,Helbah,Helbah,tbesh-en-placeholder,,Helba
H2463,chel.bon,proper-noun,Helbón,defEs-name,,"Helbón, un lugar en Siria",1.000,1,0.0003,Helbon,Helbon,tbesh-en-placeholder,,Helbón
H2464,chel.be.nah,mechanical,"gálbano, una goma aromática",definition_es-head,,"gálbano, una goma aromática (como grasosa)",1.000,1,0.0003,galbanum,"gálbano, una goma aromática",definition_es-head,,
H2465,che.led,judgment,vida,definition_es-head,,"vida (como porción fugaz de tiempo); de ahí, el mundo (como transitorio)",0.600,5,0.0016,lifetime/world,,,no dominant sense (top 0.60),
H2466,che.led,proper-noun,Heled,defEs-name,,"Heled, un israelita",1.000,1,0.0003,Heled,Heled,tbesh-en-placeholder,,Heled
H2467,cho.led,mechanical,comadreja,definition_es-head,,una comadreja (por su movimiento deslizante),1.000,1,0.0003,weasel,comadreja,definition_es-head,,
H2468,chul.dah,proper-noun,Hulda,defEs-name,,"Hulda, una israelita",1.000,2,0.0007,Huldah,Huldah,tbesh-en-placeholder,,Hulda
H2469,chel.day,proper-noun,Heldai,defEs-name,,"Heldai, nombre de dos israelitas",1.000,2,0.0007,Heldai,Heldai,tbesh-en-placeholder,,Heldai
H2470,cha.lah,judgment,debilitarse,tbesh-head-es,low-confidence,"una raíz primitiva; propiamente, ser frotado o desgastado; de ahí (figurativame…",0.293,75,0.0246,be weak,,,no dominant sense (top 0.29),
H2471,chal.lah,judgment,torta,definition_es-head,,una torta (como usualmente perforada),0.571,14,0.0046,bun,,,no dominant sense (top 0.57),
H2472,cha.lom,mechanical,sueño,tbesh-map,,un sueño,0.985,65,0.0213,dream,sueño,tbesh-map,,
H2473,cho.lon,proper-noun,Holón,defEs-name,,"Holón, nombre de dos lugares en Palestina",1.000,3,0.0010,Holon,Holon,tbesh-en-placeholder,,Holón
H2474,chal.lon,mechanical,ventana,definition_es-head,,una ventana (como perforada),0.968,31,0.0102,window,ventana,definition_es-head,,
H2475,cha.loph,mechanical,sobreviviente,definition_es-head,,"propiamente, sobreviviente; por implicación (colectivamente) huérfanos",1.000,1,0.0003,destruction,sobreviviente,definition_es-head,,
H2476,cha.lu.shah,mechanical,derrota,definition_es-head,,derrota,1.000,1,0.0003,weakness,derrota,definition_es-head,,
H2477,cha.lach,proper-noun,Halah,defEs-name,,"Halah, una región de Asiria",1.000,3,0.0010,Halah,Halah,tbesh-en-placeholder,,Halah
H2478,chal.chul,proper-noun,Halhul,defEs-name,,"Halhul, un lugar en Palestina",1.000,1,0.0003,Halhul,Halhul,tbesh-en-placeholder,,Halhul
H2479,chal.cha.lah,mechanical,retorcimiento,definition_es-head,,"retorcimiento (en el parto); por implicación, terror (angustia)",1.000,4,0.0013,anguish,retorcimiento,definition_es-head,,
H2480,cha.lat,mechanical,arrebatar,definition_es-head,,arrebatar,1.000,1,0.0003,to catch,arrebatar,definition_es-head,,
